sample	sample_sol	frac_at_odd	frac_at_2	frac_homdel	floh_strict	frac_subclonal	frac_tight_50_CCF_subclonal	frac_tight_clonal	N_segments	integer_offset	biggest_homdel_Mb	max_abberant_clonal_segment	gii	wgii	goodness_of_fit	ploidy	purity	num_gds	homdel_size_fail	homdel_frac_fail	loh_fail	purity_fail	size_clonal_cn_change_fail	bio_plausible_sol	frac_subclonal_tight50CCF	extra_int_score	frac_at_odd_lim	missing_cn_score	solution_fit_score	selected_solution_auto	flag_goodness_of_fit	flag_segmentation	flag_poor_solution	low_purity
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.025	0.261829395596037	0.235700890894505	0.0903610780034319	0.187072836223818	0.986391403786165	0.171314900444029	0.244591838843489	32	0.977	89.499999	197499999	0.476251293238896	0.537517195070585	19.1148613396451	1.5	0.025	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0.226784550727848	2.5715616224416	0.261829395596037	0	16.5148613396451					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.075	0.0843732965983579	0.29666740355826	0.0651398130736819	0.0903610780034319	0.995100905595273	0.126650670689195	0.410798163945279	32	0.86775	89.499999	247499999	0.194858398830648	0.296641456761035	19.0869485963238	1.5	0.075	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0.214952946408388	2.31023845848238	0.0843732965983579	0	16.6869485963238					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.1	0.0812886813742988	0.29666740355826	0.0117941155815834	0.0903610780034319	0.997822624910619	0.00489909440472732	0.337674640154123	32	0.83775	13.499999	247499999	0.183109051996923	0.251186911306489	16.4860887694449	1.5	0.1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.00739680933532023	0.00273563941715403	0.0812886813742988	0	16.4860887694449	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.15	0.0863692237333826	0.135178724906842	0.00889094867477665	0.0767524817895966	1	0.0807443375112296	0.57906206530196	32	0.80775	13.499999	13499999	0.119301060213443	0.183074380864338	1.80729720771668	1.5	0.15	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.191820054348752	1.83974666251792	0.0863692237333826	0	0.00729720771667641					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.2	0.0611479588036326	0.0058063341765094	0.00399185427004933	0.0117941155815834	1	0.0649583662080132	0.767565175549974	32	0.79275	5.999999	145864021	0.0900180721806619	0.137619835409793	0.91885243019056	1.5	0.2	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.279469164578561	3.90515069751194	0.0611479588036326	0	-3.08114756980944	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.25	0.0117941155815834	0.00852805312895973	0	0.0117941155815834	1	0.00870950108331614	0.820185081587543	32	0.78375	0	247499999	0.0900180721806619	0.137619835409793	1.07938850594315	1.5	0.25	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0484359204464804	0.117301919474889	0.0117941155815834	0	0.879388505943147	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.3	0.0117941155815834	0.00852805312895973	0	0.00889094867477665	1	0.0163303144404938	0.901110868867608	32	0.77775	0	145864021	0.0900180721806619	0.137619835409793	0.956003898413605	1.5	0.3	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.165137606666105	1.36352145677046	0.0117941155815834	0	-0.443996101586395	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.35	0.00889094867477665	0.00852805312895973	0	0.00399185427004933	1	0.00762081335717765	0.901110868867608	32	0.773464285714285	0	145864021	0.0900180721806619	0.137619835409793	0.564426256891547	1.5	0.35	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0770642159548858	0.296944669037064	0.00889094867477665	0	0.364426256891547	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.4	0.00889094867477665	0.00852805312895973	0	0.00399185427004933	1	0.00671357322249966	0.901110868867608	32	0.77025	0	145864021	0.0764611334707455	0.124755341659186	0.277751452905648	1.5	0.4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0678898999882161	0.2304519260205	0.00889094867477665	0	0.0777514529056478	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.45	0.00399185427004933	0.00272171895245033	0	0.00399185427004933	1	0.00399185427004933	0.901110868867608	32	0.76775	0	145864021	0.0764611334707455	0.124755341659186	0.119135701314365	1.5	0.45	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0403669667671069	0.0814746002988357	0.00399185427004933	0	0.119135701314365	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.5	0.00399185427004933	0.00272171895245033	0	0.00181447918066825	1	0.00399185427004933	0.914719465081444	32	0.76575	0	145864021	0.01174934574917	0.0193260491542756	0.0231346139117883	1.5	0.5	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0468085041195108	0.109551802895313	0.00399185427004933	0	-0.176865386088212	FALSE				TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.55	0.00399185427004933	0.00272171895245033	0	0	1	0.00181447918066825	0.96969819416275	32	0.764113636363635	0	145864021	0.01174934574917	0.0193260491542756	0	1.5	0.55	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.05988023256481	0.179282112600786	0.00399185427004933	0	-0.2					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.6	0.00181447918066825	0	0	0	1	0	0.979677831289457	32	0.76275	0	247499999	0.01174934574917	0.0193260491542756	0	1.5	0.6	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.00181447918066825	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.65	0	0	0	0	1	0	0.979677831289457	32	0.761596153846155	0	247499999	0.01174934574917	0.0193260491542756	0	1.5	0.65	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.7	0	0	0	0	1	0	0.979677831289457	32	0.760607142857145	0	247499999	0.01174934574917	0.0193260491542756	0	1.5	0.7	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.75	0	0	0	0	1	0	0.979677831289457	32	0.75975	0	247499999	0.01174934574917	0.0193260491542756	0	1.5	0.75	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.8	0	0	0	0	1	0	0.988387332372773	32	0.759	0	247499999	0.0088571991087823	0.0130564573533892	0	1.5	0.8	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.85	0	0	0	0	1	0	0.988387332372773	32	0.75833823529412	0	247499999	0.0088571991087823	0.0130564573533892	0	1.5	0.85	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.9	0	0	0	0	1	0	0.9932864267775	32	0.75775	0	247499999	0.00397670140458413	0.00543364585271061	0	1.5	0.9	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:0.95	0	0	0	0	1	0	0.9932864267775	32	0.757223684210525	0	247499999	0.00397670140458413	0.00543364585271061	0	1.5	0.95	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0.001	0	0					TRUE
SLX-12451.D702_D508	SLX-12451.D702_D508:1.5:1	0	0	0	0	1	0	0.996008145729951	32	0.75675	0	145864021	0.00397670140458413	0.00543364585271061	0	1.5	1	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0.001	0	0					TRUE
